key,doc_count
Rejected,1
Reproducing,1
Resolved,1
Resolving,1
Resonant,1
Resting,1
Rotational,1
Rows,1
Safely,1
Scheduled,1
Self-reported,1
Selling,1
Separating,1
Settling,1
Smoothly,1
Sorted,1
Spent,1
Stay,1
Stimulated,1
Storing,1
Structure-Activity,1
Submerged,1
Substituted,1
Supplied,1
Suspected,1
Synthesized,1
Synthesizing,1
Textural,1
Third,1
Transmitted,1
Trapped,1
Unchanged,1
Uncontrolled,1
Uncovering,1
Unexpected,1
Uniquely,1
Vanishing,1
Venous,1
Virtualized,1
Wavelet-based,1
abnormalities,1
absolute,1
academics,1
accordance,1
activities,1
actors,1
acute,1
affective,1
airline,1
alterations,1
analogs,1
animations,1
antivirals,1
appliances,1
approximate,1
aspirations,1
attachments,1
attempts,1
attractions,1
authors,1
ballistics,1
bandits,1
beliefs,1
bile,1
biopsies,1
blocks,1
boluses,1
books,1
brain-computer,1
brake,1
brands,1
breakdowns,1
browser,1
bugs,1
bundle,1
cage,1
call,1
cantilever,1
catalogue,1
catchments,1
cations,1
chains,1
chamber,1
checkpoints,1
chiller,1
chords,1
citations,1
clades,1
class,1
clocks,1
coalitions,1
coarse,1
codecs,1
codewords,1
coincidence,1
collections,1
comments,1
companies,1
compensate,1
concentrate,1
configurable,1
conformations,1
constellations,1
constituents,1
consultations,1
consumers,1
contexts,1
contigs,1
convenience,1
converge,1
conversions,1
cooperate,1
corridors,1
course,1
crater,1
critics,1
croplands,1
cross-sections,1
crowds,1
cruise,1
crystalline,1
cubature,1
cure,1
customer,1
cysts,1
deaths,1
deficits,1
dependencies,1
deposits,1
depths,1
details,1
dialogue,1
diets,1
diffusive,1
digits,1
dilemmas,1
dimensionless,1
disagreements,1
discriminators,1
distortions,1
districts,1
documents,1
donors,1
drifts,1
dropouts,1
droughts,1
early-stage,1
effluents,1
elements,1
emulators,1
enhancements,1
enterprises,1
error-prone,1
expansions,1
explosions,1
exponents,1
extreme,1
feeder,1
feelings,1
file,1
fixes,1
flare,1
flexions,1
flights,1
formulate,1
foundations,1
fourth-order,1
freeways,1
frogs,1
frontier,1
general-purpose,1
giants,1
grafts,1
grains,1
grayscale,1
habitats,1
harms,1
heads,1
heights,1
hemisphere,1
herds,1
hidden,1
hierarchies,1
high-grade,1
high-power,1
hole,1
holograms,1
home,1
hull,1
human-machine,1
hypotheses,1
identities,1
illness,1
imperfections,1
implications,1
imprecise,1
impulsive,1
in-house,1
in-plane,1
infeasible,1
injections,1
inner,1
inserts,1
instructions,1
intents,1
investors,1
isolates,1
items,1
joins,1
land-cover,1
latitude,1
ligands,1
lineage,1
lips,1
loadings,1
locate,1
logs,1
long-range,1
low-order,1
male,1
malignancies,1
masks,1
matter,1
maximize,1
meals,1
memories,1
meshes,1
meters,1
methylene,1
mirrors,1
misalignments,1
monkeys,1
monolayer,1
monomer,1
morphologies,1
mosaics,1
mosquitoes,1
multiplicative,1
multivariable,1
mutants,1
negative,1
nets,1
noise-free,1
nonzeros,1
normalize,1
normative,1
objects,1
observable,1
obstructions,1
obstructive,1
odds,1
odors,1
openings,1
orbitals,1
orderings,1
origins,1
overlays,1
overloads,1
pairings,1
panels,1
paradigms,1
parasitics,1
parties,1
pathologies,1
pavements,1
payloads,1
payoff,1
pedestrians,1
people,1
pepper,1
permissions,1
persons,1
photos,1
pine,1
pistons,1
plantations,1
plastics,1
platoons,1
players,1
pocket,1
polygons,1
polymerase,1
polynomial-time,1
pore,1
portfolios,1
positive,1
powertrains,1
prefixes,1
preoperative,1
preprocess,1
prioritize,1
products,1
promote,1
promotions,1
protective,1
putative,1
quantizer,1
questions,1
radicals,1
radioactive,1
rails,1
reactors,1
realizations,1
rearrangements,1
receptors,1
recordings,1
rectangle,1
reducts,1
reefs,1
referrals,1
refine,1
reflective,1
regime,1
relations,1
reluctance,1
repetitions,1
reproducible,1
reproductive,1
reservations,1
resins,1
retrievals,1
revolutions,1
rhythms,1
roads,1
rover,1
salts,1
sandstone,1
sarcomas,1
savings,1
scans,1
scars,1
scatterers,1
screens,1
seams,1
sectors,1
seniors,1
sensitive,1
separable,1
settlements,1
setups,1
share,1
signs,1
silicone,1
sketches,1
slave,1
slice,1
slots,1
snapshots,1
solder,1
soluble,1
solute,1
spacings,1
speaker,1
specialists,1
splits,1
step-size,1
stiff,1
stocks,1
stone,1
strains,1
strands,1
streaks,1
streets,1
subdomains,1
subgraphs,1
subjective,1
subnetworks,1
subpopulations,1
subproblems,1
subregions,1
substitutions,1
subsystems,1
subunits,1
sudden,1
suffixes,1
super,1
surgeons,1
surgeries,1
survivors,1
table,1
tags,1
tariff,1
terminations,1
terrains,1
therapies,1
thruster,1
topologies,1
trade,1
trains,1
transactions,1
translate,1
trips,1
troughs,1
tube,1
typhoons,1
ulcer,1
underestimate,1
unstable,1
utilities,1
valuations,1
vendors,1
vertices,1
vesicles,1
virtue,1
visualize,1
voxels,1
wake,1
watermarks,1
white,1
wild-type,1
windings,1
wings,1
workloads,1
workpiece,1
worldwide,1
yarns,1
